238, 1, 28, 22, 2, 99.03000000000002, 23.9887646822876, 23, 22, 15, 15, 15, 22, 24, 24, 21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0.7964553849268377
238, 2, 28, 22, 1, 99.02000000000001, 23.949988146575834, 23, 22, 15, 15, 15, 22, 24, 24, 21, 0, 0, 0, 0, 0, 0, 255, 255, 255, 0, 0, 0, 0, 0, 0, 0, 0, 0, 255, 255, 255, 255, 255, 255, 0, 0, 0, 0, 5, 0, 0, 0.7963091198546627
238, 1, 28, 22, 4, 99.01, 23.911599376221186, 23, 22, 15, 15, 15, 22, 24, 24, 21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0.7961596799345927
238, 1, 28, 22, 1, 98.91000000000001, 23.873594493570085, 23, 22, 15, 15, 15, 22, 24, 24, 21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0.7957798252327719
238, 0, 28, 22, 5, 98.9, 23.835969659745494, 23, 22, 15, 15, 15, 22, 24, 24, 21, 255, 255, 255, 255, 255, 255, 255, 255, 255, 0, 0, 0, 0, 0, 0, 255, 255, 255, 211, 211, 211, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0.7955989100096195
238, 0, 28, 22, 5, 98.9, 23.79872107425915, 23, 22, 15, 15, 15, 22, 24, 24, 21, 255, 255, 255, 255, 255, 255, 255, 255, 255, 0, 0, 0, 0, 0, 0, 255, 255, 255, 211, 211, 211, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0.7954659677496432
238, 0, 28, 22, 0, 98.9, 23.761844974627667, 23, 22, 15, 15, 15, 22, 24, 24, 21, 255, 255, 255, 255, 255, 255, 255, 255, 255, 0, 0, 0, 0, 0, 0, 255, 255, 255, 211, 211, 211, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0.7953303536523798
238, 0, 28, 22, 0, 98.85000000000001, 23.725337635992503, 23, 22, 15, 15, 15, 22, 24, 24, 21, 255, 255, 255, 255, 255, 255, 255, 255, 255, 0, 0, 0, 0, 0, 0, 255, 255, 255, 211, 211, 211, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0.7950657668623768
238, 0, 28, 22, 1, 98.80000000000001, 23.68919537074369, 23, 22, 15, 15, 15, 22, 24, 24, 21, 255, 255, 255, 255, 255, 255, 255, 255, 255, 0, 0, 0, 0, 0, 0, 255, 255, 255, 211, 211, 211, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0.7947986763474985
238, 3, 28, 22, 1, 98.79, 23.653414528147366, 23, 22, 15, 15, 15, 22, 24, 24, 21, 255, 255, 255, 0, 0, 0, 255, 255, 255, 0, 0, 0, 255, 255, 255, 0, 0, 0, 255, 255, 255, 0, 0, 0, 255, 255, 255, 5, 0, 0, 0, 0.7946304349068055
238, 2, 28, 22, 3, 98.78, 23.617991493977, 23, 22, 15, 15, 15, 22, 24, 24, 21, 0, 0, 0, 0, 0, 0, 255, 255, 255, 0, 0, 0, 0, 0, 0, 0, 0, 0, 255, 255, 255, 255, 255, 255, 0, 0, 0, 0, 5, 0, 0, 0.7944854598948511
238, 2, 28, 22, 4, 98.68, 23.582922690148344, 23, 22, 15, 15, 15, 22, 24, 24, 21, 0, 0, 0, 0, 0, 0, 255, 255, 255, 0, 0, 0, 0, 0, 0, 0, 0, 0, 255, 255, 255, 255, 255, 255, 0, 0, 0, 0, 5, 0, 0, 0.7940849821748168
238, 2, 28, 22, 0, 98.58000000000001, 23.54820457435797, 23, 22, 15, 15, 15, 22, 24, 24, 21, 0, 0, 0, 0, 0, 0, 255, 255, 255, 0, 0, 0, 0, 0, 0, 0, 0, 0, 255, 255, 255, 255, 255, 255, 0, 0, 0, 0, 5, 0, 0, 0.7936822377842319
238, 2, 28, 22, 1, 98.53000000000002, 23.5138336397255, 23, 22, 15, 15, 15, 22, 24, 24, 21, 0, 0, 0, 0, 0, 0, 255, 255, 255, 0, 0, 0, 0, 0, 0, 0, 0, 0, 255, 255, 255, 255, 255, 255, 0, 0, 0, 0, 5, 0, 0, 0.7934042164085471
238, 1, 28, 22, 5, 98.52000000000001, 23.479806414439356, 23, 22, 15, 15, 15, 22, 24, 24, 21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0.7932258341553855
