0	29	24
1	29	19
2	29	21
3	29	17
4	29	17
5	29	24
6	29	18
7	29	23
8	29	18
9	29	18
10	29	24
11	29	16
12	29	21
13	29	23
14	29	15
15	29	23
16	29	19
17	29	21
18	29	24
19	29	24
20	29	21
21	29	20
22	29	24
23	29	20
24	29	17
25	29	16
26	29	17
27	29	17
28	29	19
29	29	17
0	28	21
1	28	15
2	28	15
3	28	15
4	28	15
5	28	15
6	28	15
7	28	15
8	28	15
9	28	15
10	28	19
11	28	15
12	28	23
13	28	15
14	28	15
15	28	15
16	28	15
17	28	15
18	28	15
19	28	15
20	28	15
21	28	15
22	28	15
23	28	15
24	28	15
25	28	15
26	28	15
27	28	15
28	28	23
29	28	17
0	27	23
1	27	23
2	27	15
3	27	15
4	27	15
5	27	15
6	27	15
7	27	15
8	27	15
9	27	15
10	27	16
11	27	15
12	27	23
13	27	24
14	27	20
15	27	19
16	27	21
17	27	24
18	27	20
19	27	18
20	27	20
21	27	15
22	27	20
23	27	16
24	27	22
25	27	21
26	27	19
27	27	19
28	27	15
29	27	17
0	26	19
1	26	19
2	26	17
3	26	15
4	26	20
5	26	24
6	26	18
7	26	19
8	26	22
9	26	17
10	26	21
11	26	15
12	26	24
13	26	21
14	26	15
15	26	15
16	26	15
17	26	15
18	26	15
19	26	15
20	26	15
21	26	15
22	26	15
23	26	15
24	26	15
25	26	15
26	26	15
27	26	15
28	26	22
29	26	16
0	25	21
1	25	16
2	25	15
3	25	15
4	25	15
5	25	15
6	25	15
7	25	15
8	25	15
9	25	15
10	25	17
11	25	15
12	25	23
13	25	15
14	25	15
15	25	15
16	25	15
17	25	15
18	25	15
19	25	15
20	25	15
21	25	15
22	25	15
23	25	15
24	25	15
25	25	15
26	25	15
27	25	15
28	25	15
29	25	16
0	24	16
1	24	15
2	24	19
3	24	16
4	24	23
5	24	18
6	24	15
7	24	22
8	24	23
9	24	22
10	24	24
11	24	15
12	24	24
13	24	19
14	24	15
15	24	15
16	24	15
17	24	15
18	24	15
19	24	15
20	24	15
21	24	15
22	24	15
23	24	15
24	24	15
25	24	15
26	24	15
27	24	15
28	24	22
29	24	18
0	23	15
1	23	15
2	23	15
3	23	15
4	23	15
5	23	15
6	23	15
7	23	15
8	23	15
9	23	15
10	23	19
11	23	15
12	23	24
13	23	18
14	23	21
15	23	16
16	23	19
17	23	18
18	23	20
19	23	15
20	23	22
21	23	21
22	23	23
23	23	19
24	23	24
25	23	17
26	23	20
27	23	23
28	23	22
29	23	15
0	22	20
1	22	15
2	22	24
3	22	15
4	22	19
5	22	16
6	22	16
7	22	20
8	22	20
9	22	22
10	22	23
11	22	15
12	22	15
13	22	15
14	22	15
15	22	15
16	22	15
17	22	15
18	22	15
19	22	15
20	22	15
21	22	15
22	22	15
23	22	15
24	22	15
25	22	15
26	22	15
27	22	15
28	22	15
29	22	22
0	21	21
1	21	19
2	21	15
3	21	15
4	21	15
5	21	15
6	21	15
7	21	15
8	21	15
9	21	15
10	21	23
11	21	15
12	21	17
13	21	15
14	21	18
15	21	19
16	21	16
17	21	16
18	21	15
19	21	16
20	21	23
21	21	23
22	21	19
23	21	16
24	21	19
25	21	23
26	21	15
27	21	24
28	21	24
29	21	21
0	20	17
1	20	19
2	20	23
3	20	18
4	20	17
5	20	15
6	20	23
7	20	21
8	20	17
9	20	18
10	20	16
11	20	15
12	20	20
13	20	15
14	20	15
15	20	15
16	20	15
17	20	15
18	20	15
19	20	15
20	20	15
21	20	15
22	20	15
23	20	15
24	20	15
25	20	15
26	20	15
27	20	15
28	20	15
29	20	24
0	19	21
1	19	20
2	19	15
3	19	15
4	19	15
5	19	15
6	19	15
7	19	15
8	19	15
9	19	15
10	19	17
11	19	15
12	19	21
13	19	15
14	19	16
15	19	15
16	19	22
17	19	15
18	19	22
19	19	15
20	19	21
21	19	21
22	19	20
23	19	18
24	19	24
25	19	22
26	19	20
27	19	15
28	19	15
29	19	22
0	18	23
1	18	16
2	18	24
3	18	18
4	18	24
5	18	16
6	18	24
7	18	18
8	18	19
9	18	22
10	18	17
11	18	15
12	18	19
13	18	15
14	18	23
15	18	15
16	18	22
17	18	15
18	18	15
19	18	15
20	18	15
21	18	15
22	18	15
23	18	15
24	18	15
25	18	15
26	18	15
27	18	20
28	18	15
29	18	15
0	17	20
1	17	16
2	17	15
3	17	15
4	17	15
5	17	15
6	17	15
7	17	15
8	17	15
9	17	15
10	17	16
11	17	15
12	17	23
13	17	15
14	17	22
15	17	15
16	17	23
17	17	15
18	17	22
19	17	15
20	17	17
21	17	22
22	17	15
23	17	16
24	17	20
25	17	22
26	17	15
27	17	18
28	17	15
29	17	18
0	16	19
1	16	20
2	16	18
3	16	17
4	16	15
5	16	17
6	16	23
7	16	24
8	16	20
9	16	18
10	16	16
11	16	15
12	16	19
13	16	15
14	16	19
15	16	15
16	16	21
17	16	15
18	16	24
19	16	15
20	16	16
21	16	15
22	16	15
23	16	15
24	16	15
25	16	23
26	16	15
27	16	24
28	16	15
29	16	21
0	15	18
1	15	19
2	15	15
3	15	15
4	15	15
5	15	15
6	15	15
7	15	15
8	15	15
9	15	15
10	15	15
11	15	15
12	15	22
13	15	15
14	15	17
15	15	15
16	15	16
17	15	15
18	15	21
19	15	15
20	15	17
21	15	15
22	15	20
23	15	15
24	15	15
25	15	24
26	15	15
27	15	16
28	15	15
29	15	21
0	14	18
1	14	18
2	14	18
3	14	15
4	14	24
5	14	18
6	14	16
7	14	21
8	14	21
9	14	21
10	14	24
11	14	15
12	14	24
13	14	15
14	14	15
15	14	15
16	14	15
17	14	15
18	14	24
19	14	15
20	14	19
21	14	15
22	14	17
23	14	21
24	14	15
25	14	20
26	14	15
27	14	22
28	14	15
29	14	23
0	13	22
1	13	21
2	13	15
3	13	15
4	13	15
5	13	15
6	13	15
7	13	15
8	13	15
9	13	15
10	13	19
11	13	15
12	13	22
13	13	15
14	13	16
15	13	15
16	13	17
17	13	15
18	13	22
19	13	15
20	13	17
21	13	15
22	13	16
23	13	15
24	13	15
25	13	16
26	13	15
27	13	20
28	13	15
29	13	24
0	12	22
1	12	22
2	12	16
3	12	21
4	12	19
5	12	23
6	12	23
7	12	22
8	12	18
9	12	22
10	12	15
11	12	15
12	12	15
13	12	15
14	12	17
15	12	15
16	12	23
17	12	15
18	12	24
19	12	15
20	12	21
21	12	15
22	12	24
23	12	15
24	12	15
25	12	24
26	12	15
27	12	17
28	12	15
29	12	15
0	11	19
1	11	23
2	11	15
3	11	15
4	11	15
5	11	15
6	11	15
7	11	15
8	11	15
9	11	21
10	11	17
11	11	15
12	11	17
13	11	15
14	11	15
15	11	15
16	11	24
17	11	15
18	11	18
19	11	15
20	11	23
21	11	15
22	11	15
23	11	23
24	11	15
25	11	18
26	11	15
27	11	16
28	11	15
29	11	19
0	10	19
1	10	15
2	10	15
3	10	15
4	10	15
5	10	15
6	10	15
7	10	15
8	10	15
9	10	15
10	10	22
11	10	15
12	10	24
13	10	15
14	10	24
15	10	15
16	10	20
17	10	15
18	10	18
19	10	15
20	10	17
21	10	15
22	10	18
23	10	15
24	10	15
25	10	22
26	10	15
27	10	17
28	10	15
29	10	18
0	9	15
1	9	15
2	9	15
3	9	15
4	9	15
5	9	15
6	9	15
7	9	15
8	9	15
9	9	15
10	9	23
11	9	15
12	9	24
13	9	15
14	9	15
15	9	15
16	9	19
17	9	15
18	9	20
19	9	15
20	9	18
21	9	15
22	9	22
23	9	15
24	9	15
25	9	16
26	9	15
27	9	23
28	9	15
29	9	15
0	8	21
1	8	15
2	8	15
3	8	15
4	8	15
5	8	15
6	8	15
7	8	15
8	8	15
9	8	15
10	8	23
11	8	15
12	8	24
13	8	15
14	8	19
15	8	15
16	8	22
17	8	15
18	8	16
19	8	15
20	8	21
21	8	15
22	8	20
23	8	20
24	8	15
25	8	23
26	8	15
27	8	18
28	8	15
29	8	15
0	7	15
1	7	15
2	7	15
3	7	15
4	7	15
5	7	15
6	7	15
7	7	15
8	7	15
9	7	15
10	7	24
11	7	15
12	7	16
13	7	15
14	7	15
15	7	15
16	7	17
17	7	15
18	7	18
19	7	15
20	7	20
21	7	15
22	7	17
23	7	23
24	7	15
25	7	17
26	7	15
27	7	19
28	7	15
29	7	20
0	6	20
1	6	15
2	6	15
3	6	15
4	6	15
5	6	15
6	6	15
7	6	15
8	6	15
9	6	15
10	6	18
11	6	15
12	6	24
13	6	15
14	6	23
15	6	15
16	6	22
17	6	15
18	6	20
19	6	15
20	6	23
21	6	15
22	6	17
23	6	21
24	6	19
25	6	17
26	6	15
27	6	23
28	6	15
29	6	21
0	5	19
1	5	15
2	5	15
3	5	15
4	5	15
5	5	15
6	5	15
7	5	15
8	5	15
9	5	15
10	5	19
11	5	15
12	5	18
13	5	15
14	5	15
15	5	22
16	5	20
17	5	15
18	5	20
19	5	15
20	5	19
21	5	15
22	5	15
23	5	15
24	5	15
25	5	15
26	5	15
27	5	22
28	5	15
29	5	19
0	4	18
1	4	15
2	4	15
3	4	15
4	4	15
5	4	15
6	4	15
7	4	15
8	4	15
9	4	15
10	4	16
11	4	15
12	4	18
13	4	15
14	4	18
15	4	16
16	4	15
17	4	15
18	4	17
19	4	15
20	4	22
21	4	23
22	4	24
23	4	15
24	4	20
25	4	15
26	4	15
27	4	22
28	4	15
29	4	18
0	3	19
1	3	15
2	3	15
3	3	15
4	3	15
5	3	15
6	3	15
7	3	15
8	3	15
9	3	15
10	3	18
11	3	15
12	3	20
13	3	15
14	3	15
15	3	15
16	3	15
17	3	15
18	3	22
19	3	15
20	3	15
21	3	15
22	3	15
23	3	15
24	3	18
25	3	15
26	3	15
27	3	20
28	3	15
29	3	16
0	2	24
1	2	15
2	2	15
3	2	15
4	2	15
5	2	15
6	2	15
7	2	15
8	2	15
9	2	15
10	2	23
11	2	15
12	2	24
13	2	21
14	2	16
15	2	19
16	2	21
17	2	20
18	2	16
19	2	19
20	2	20
21	2	21
22	2	16
23	2	15
24	2	20
25	2	21
26	2	22
27	2	17
28	2	15
29	2	20
0	1	21
1	1	19
2	1	15
3	1	15
4	1	15
5	1	15
6	1	15
7	1	15
8	1	15
9	1	20
10	1	20
11	1	15
12	1	15
13	1	15
14	1	15
15	1	15
16	1	15
17	1	15
18	1	15
19	1	15
20	1	15
21	1	17
22	1	24
23	1	15
24	1	15
25	1	15
26	1	15
27	1	15
28	1	15
29	1	16
0	0	21
1	0	18
2	0	18
3	0	15
4	0	20
5	0	17
6	0	21
7	0	16
8	0	18
9	0	24
10	0	24
11	0	22
12	0	20
13	0	17
14	0	16
15	0	21
16	0	17
17	0	21
18	0	15
19	0	21
20	0	17
21	0	18
22	0	22
23	0	16
24	0	19
25	0	21
26	0	21
27	0	16
28	0	16
29	0	21
