184, 2, 4, 23, 2, 99.63000000000001, 24.224432386182524, 16, 23, 18, 15, 15, 15, 15, 19, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 255, 255, 255, 255, 255, 255, 255, 255, 255, 0, 0, 0, 0, 3, 0, 5, 0.8043213141653043
184, 3, 4, 23, 1, 99.62, 24.15107695120959, 16, 23, 18, 15, 15, 15, 15, 19, 16, 211, 211, 211, 0, 0, 0, 255, 255, 255, 0, 0, 0, 211, 211, 211, 0, 0, 0, 255, 255, 255, 0, 0, 0, 255, 255, 255, 3, 0, 5, 0, 0.8040895614689483
184, 2, 4, 23, 3, 99.61, 24.078455070586383, 16, 23, 18, 15, 15, 15, 15, 19, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 255, 255, 255, 255, 255, 255, 255, 255, 255, 0, 0, 0, 0, 3, 0, 5, 0.8038947260962415
184, 2, 4, 23, 4, 99.51, 24.00655940876941, 16, 23, 18, 15, 15, 15, 15, 19, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 255, 255, 255, 255, 255, 255, 255, 255, 255, 0, 0, 0, 0, 3, 0, 5, 0.8034348540039523
184, 2, 4, 23, 3, 99.41000000000001, 23.935382703570603, 16, 23, 18, 15, 15, 15, 15, 19, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 255, 255, 255, 255, 255, 255, 255, 255, 255, 0, 0, 0, 0, 3, 0, 5, 0.8029616980222999
184, 2, 4, 23, 1, 99.31000000000002, 23.864917765423787, 16, 23, 18, 15, 15, 15, 15, 19, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 255, 255, 255, 255, 255, 255, 255, 255, 255, 0, 0, 0, 0, 3, 0, 5, 0.8024757562308532
184, 1, 4, 23, 4, 99.30000000000001, 23.79515747665844, 16, 23, 18, 15, 15, 15, 15, 19, 16, 255, 255, 255, 0, 0, 0, 255, 255, 255, 0, 0, 0, 255, 255, 255, 0, 0, 0, 255, 255, 255, 0, 0, 0, 255, 255, 255, 5, 0, 3, 0, 0.8021787131981981
184, 1, 4, 23, 5, 99.20000000000002, 23.726094790780742, 16, 23, 18, 15, 15, 15, 15, 19, 16, 255, 255, 255, 0, 0, 0, 255, 255, 255, 0, 0, 0, 255, 255, 255, 0, 0, 0, 255, 255, 255, 0, 0, 0, 255, 255, 255, 5, 0, 3, 0, 0.8016688816782438
184, 1, 4, 23, 4, 99.20000000000002, 23.657722731761822, 16, 23, 18, 15, 15, 15, 15, 19, 16, 255, 255, 255, 0, 0, 0, 255, 255, 255, 0, 0, 0, 255, 255, 255, 0, 0, 0, 255, 255, 255, 0, 0, 0, 255, 255, 255, 5, 0, 3, 0, 0.8013998373297762
184, 1, 4, 23, 3, 99.10000000000002, 23.59003439333309, 16, 23, 18, 15, 15, 15, 15, 19, 16, 255, 255, 255, 0, 0, 0, 255, 255, 255, 0, 0, 0, 255, 255, 255, 0, 0, 0, 255, 255, 255, 0, 0, 0, 255, 255, 255, 5, 0, 3, 0, 0.8008680140209566
184, 1, 4, 23, 3, 99.00000000000003, 23.52302293828865, 16, 23, 18, 15, 15, 15, 15, 19, 16, 255, 255, 255, 0, 0, 0, 255, 255, 255, 0, 0, 0, 255, 255, 255, 0, 0, 0, 255, 255, 255, 0, 0, 0, 255, 255, 255, 5, 0, 3, 0, 0.8003257449395598
184, 1, 4, 23, 4, 98.90000000000003, 23.456681597794653, 16, 23, 18, 15, 15, 15, 15, 19, 16, 255, 255, 255, 0, 0, 0, 255, 255, 255, 0, 0, 0, 255, 255, 255, 0, 0, 0, 255, 255, 255, 0, 0, 0, 255, 255, 255, 5, 0, 3, 0, 0.7997734674866404
184, 1, 4, 23, 2, 98.80000000000004, 23.391003670705594, 16, 23, 18, 15, 15, 15, 15, 19, 16, 255, 255, 255, 0, 0, 0, 255, 255, 255, 0, 0, 0, 255, 255, 255, 0, 0, 0, 255, 255, 255, 0, 0, 0, 255, 255, 255, 5, 0, 3, 0, 0.7992116089077659
184, 2, 4, 23, 5, 98.79000000000003, 23.325982522887426, 16, 23, 18, 15, 15, 15, 15, 19, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 255, 255, 255, 255, 255, 255, 255, 255, 255, 0, 0, 0, 0, 3, 0, 5, 0.7988939260777482
